,incident_name,incident_dateonly_extinguished,incident_dateonly_created,incident_acres_burned,incident_longitude,incident_latitude,city,incident_county,incident_id,incident_url
1429,Caples Fire,,2019-10-11,3435,-120.145,38.724,South Lake Tahoe,El Dorado,451c3012-2831-44c1-8fc7-146fd02d2ce0,https://www.fire.ca.gov/incidents/2019/10/11/caples-fire/
1430,Olivas Fire,2019-10-12,2019-10-11,200,-119.20187,34.23955,El Rio,Ventura,02e6023e-d306-4a67-a09c-b9224b98661e,https://www.fire.ca.gov/incidents/2019/10/11/olivas-fire/
1431,Horse Fire,2019-10-16,2019-10-13,55,-120.304341,40.387772,Janesville,Lassen,72c6a0db-a014-4cd9-9788-926707ef839c,https://www.fire.ca.gov/incidents/2019/10/13/horse-fire/
1432,Johnson Fire,2019-10-16,2019-10-14,75,-116.05898,33.45148,Oasis,Riverside,8bf75401-999f-42bd-8c0a-8db508591545,https://www.fire.ca.gov/incidents/2019/10/14/johnson-fire/
1433,Nustar Fire,,2019-10-15,15,-122.245186,38.045866,Rodeo,Contra Costa,0baff961-3ce3-45ec-80f1-a72957f2f3f4,https://www.fire.ca.gov/incidents/2019/10/15/nustar-fire/
1434,Fairmont Fire,2019-10-16,2019-10-15,10,-117.097441,32.762706,Lemon Grove,San Diego,2a516d14-36ce-43b0-b34c-7483759a9c84,https://www.fire.ca.gov/incidents/2019/10/15/fairmont-fire/
1435,Real Fire,2019-10-21,2019-10-17,420,-120.190833,34.484722,Solvang,Santa Barbara,baa2a51c-40bc-420c-9f88-db4783872d65,https://www.fire.ca.gov/incidents/2019/10/17/real-fire/
1436,Grove Fire,,2019-10-17,25,-122.604425,38.88913,Lower Lake,Lake,df7805d1-682e-4a3d-b917-1bbab5e078ef,https://www.fire.ca.gov/incidents/2019/10/17/grove-fire/
1437,Mud Fire,2019-10-19,2019-10-18,137,-120.460189,36.319291,Coalinga,Fresno,ff8701f0-a12a-4b40-baa9-b58c4e2e31f3,https://www.fire.ca.gov/incidents/2019/10/18/mud-fire/
1438,Beaumont Fire,2019-10-22,2019-10-21,11,-117.21545,34.033117,Redlands,San Bernardino,6ad5dc4a-bd52-4cb4-9664-2ab606289d21,https://www.fire.ca.gov/incidents/2019/10/21/beaumont-fire/
1439,Palisades Fire,2019-10-31,2019-10-21,42,-118.554091,34.055768,Topanga,Los Angeles,24eb323e-b97f-4087-886b-7efae8937bae,https://www.fire.ca.gov/incidents/2019/10/21/palisades-fire/
1440,Oak Fire,,2019-10-22,,-117.403719,33.351145,Camp Pendleton North,San Diego,7264a106-e0f4-41de-8fd0-3f9110431e28,https://www.fire.ca.gov/incidents/2019/10/22/oak-fire/
1441,Kincade Fire,2019-11-06,2019-10-23,77758,-122.780053,38.792458,Cobb,Sonoma,809d101c-8aa3-4a53-bf20-f38ae7ec7941,https://www.fire.ca.gov/incidents/2019/10/23/kincade-fire/
1442,Old Water Fire,,2019-10-24,145,-117.274276,34.183624,Crestline,San Bernardino,956f8cd5-f4fb-43d7-8a34-1bb5db551995,https://www.fire.ca.gov/incidents/2019/10/24/old-water-fire/
1443,Muir Fire,,2019-10-24,67,-122.636471,37.896231,Bolinas,Marin,16b1921b-f753-4a36-85bc-d903555f0af4,https://www.fire.ca.gov/incidents/2019/10/24/muir-fire/
1444,Nelson Fire,2019-10-24,2019-10-24,80,-121.800538,39.551423,Durham,Butte,6890469e-78d7-4dac-b162-6c23498fabcc,https://www.fire.ca.gov/incidents/2019/10/24/nelson-fire/
1445,Tick Fire,,2019-10-24,4615,-118.368056,34.472778,Agua Dulce,Los Angeles,020310d3-7834-4f57-a125-eff0eb3f54e5,https://www.fire.ca.gov/incidents/2019/10/24/tick-fire/
1446,Cabrillo Fire,2019-10-27,2019-10-24,62,-122.361112,37.166674,Boulder Creek,San Mateo,ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48,https://www.fire.ca.gov/incidents/2019/10/24/cabrillo-fire/
1447,Mines Fire,2019-10-27,2019-10-24,35,-121.68598,37.62782,Livermore,Alameda,87404846-bc30-41b8-82fe-31c9aedb9ef7,https://www.fire.ca.gov/incidents/2019/10/24/mines-fire/
1448,Sawday Fire,2019-10-28,2019-10-25,97,-116.742508,33.055124,San Diego Country Estates,San Diego,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a,https://www.fire.ca.gov/incidents/2019/10/25/sawday-fire/
1449,Miller Fire,2019-10-27,2019-10-25,37,-117.027333,33.259861,Valley Center,San Diego,7ff229e4-be94-4319-8916-19eb43753843,https://www.fire.ca.gov/incidents/2019/10/25/miller-fire/
1450,Rawson Fire,2019-10-28,2019-10-27,605,-122.25421,40.00171,Corning,Tehama,828b2492-fc44-4fc0-97fa-f0b439e6fa0d,https://www.fire.ca.gov/incidents/2019/10/27/rawson-fire/
1451,Cypress Complex,2019-10-28,2019-10-27,200,-121.64118,37.99136,Bethel Island,Contra Costa,d299dec7-b09f-47f7-80c9-859ddd1ecef3,https://www.fire.ca.gov/incidents/2019/10/27/cypress-complex/
1452,Sky Fire,2019-10-28,2019-10-27,150,-122.2241,38.03545,Crockett,Contra Costa,64104ca2-a187-4b11-bb43-e22253bbcb52,https://www.fire.ca.gov/incidents/2019/10/27/sky-fire/
1453,Glencove Fire,2019-10-28,2019-10-27,140,-122.22463,38.07205,Crockett,Solano,c9f9ded3-170f-4b04-a50e-2c03153c663f,https://www.fire.ca.gov/incidents/2019/10/27/glencove-fire/
1454,Burris Fire,2019-11-03,2019-10-27,703,-123.12887,39.22431,Redwood Valley,Mendocino,9cc1af36-29f2-4af5-afa7-23b9ce17630e,https://www.fire.ca.gov/incidents/2019/10/27/burris-fire/
1455,Forest Fire,2019-10-28,2019-10-27,50,-122.11092,37.97911,Mountain View,Contra Costa,b36ed23e-a3de-4aff-bdbc-d6ebf8d8f077,https://www.fire.ca.gov/incidents/2019/10/27/forest-fire/
1456,Getty Fire,2019-11-05,2019-10-28,745,-118.478717,34.098191,Sherman Oaks,Los Angeles,e693477a-37d2-4aba-9e73-a63421a2b3a6,https://www.fire.ca.gov/incidents/2019/10/28/getty-fire/
1457,Easy Fire,2019-11-02,2019-10-30,1806,-118.803389,34.282179,Simi Valley,Ventura,00e6d6d5-f168-45fa-817a-f7758a5170b7,https://www.fire.ca.gov/incidents/2019/10/30/easy-fire/
1458,Hill Fire,2019-11-02,2019-10-30,494,-117.4625,34.01778,Glen Avon,Riverside,8f23653c-1a4c-4609-bfb3-72b1665eab69,https://www.fire.ca.gov/incidents/2019/10/30/hill-fire/
1459,46 Fire,2019-11-03,2019-10-31,328,-117.414111,33.985972,Rubidoux,Riverside,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5,https://www.fire.ca.gov/incidents/2019/10/31/46-fire/
1460,Copper Fire,,2019-10-31,50,-116.834583,32.564583,El Nino,San Diego,e471b23c-f00c-44bc-afc1-6ab02b0af4c3,https://www.fire.ca.gov/incidents/2019/10/31/copper-fire/
1461,Hillside Fire,2019-11-05,2019-10-31,200,-117.285,34.183,Crestline,San Bernardino,dfc32e06-b88e-4d30-ae3d-22bc18792f5e,https://www.fire.ca.gov/incidents/2019/10/31/hillside-fire/
1462,Maria Fire,2019-11-06,2019-10-31,9999,-118.997115,34.302212,Santa Paula,Ventura,31852a71-e639-496f-9e7d-0968d1c218b3,https://www.fire.ca.gov/incidents/2019/10/31/maria-fire/
1463,Sobrante Fire,2019-11-01,2019-11-01,19,-117.461363,33.849906,El Cerrito,Riverside,305f30f5-622d-4c55-8813-45ffbc15aed0,https://www.fire.ca.gov/incidents/2019/11/1/sobrante-fire/
1464,Ranch Fire,2019-11-14,2019-11-03,2534,-122.637837,40.036379,Rancho Tehama Reserve,Tehama,69d98a94-4980-4dc0-b388-61c37c635f32,https://www.fire.ca.gov/incidents/2019/11/3/ranch-fire/
1465,Eagle Fire,2019-11-06,2019-11-05,75,-122.496548,39.100408,Clearlake Oaks,Lake,600d608d-6279-435d-bc9b-99aacaa5e80f,https://www.fire.ca.gov/incidents/2019/11/5/eagle-fire/
1466,Foothills Fire,,2019-11-25,355,-121.325842,38.838992,Lincoln,Placer,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9,https://www.fire.ca.gov/incidents/2019/11/25/foothills-fire/
1467,Cashe Fire,,2019-11-25,,-121.729691,38.734634,Woodland,Yolo,9c26f915-1b33-422d-b30a-9eb4da6fd729,https://www.fire.ca.gov/incidents/2019/11/25/cashe-fire/
1468,Cave Fire (No Longer a CAL FIRE Incident),2019-12-14,2019-11-25,3126,-119.785,34.5025,Goleta,Santa Barbara,7555692b-f672-4660-8f15-d0dab068a193,https://www.fire.ca.gov/incidents/2019/11/25/cave-fire-no-longer-a-cal-fire-incident/
1469,Bear Fire,,2020-02-15,15,-123.6378411,40.511092,Willow Creek,Humboldt,94f20083-2412-4058-bc16-afa6b45c3935,https://www.fire.ca.gov/incidents/2020/2/15/bear-fire/
1470,Antelope Fire,2020-02-20,2020-02-17,102,-120.3291855,39.6923001,Portola,Sierra,c9bb59f7-be32-4296-8c11-3f1233116827,https://www.fire.ca.gov/incidents/2020/2/17/antelope-fire/
1471,Beegum Fire,2020-02-24,2020-02-23,75,-122.8472222,40.33583333,Lewiston,Tehama,f6e7a62d-4796-452d-8e41-66ed1aef6d63,https://www.fire.ca.gov/incidents/2020/2/23/beegum-fire/
1472,Wood Fire,2020-02-23,2020-02-23,57,-120.49392,40.62155,Johnstonville,Lassen,edd2012d-0574-46a1-97d5-9ca42e7c5912,https://www.fire.ca.gov/incidents/2020/2/23/wood-fire/
1473,Baseball Fire,2020-03-03,2020-02-25,211,-122.9411111,39.75638899,Covelo,"Glenn, Mendocino",ad9ab6b9-53ed-417c-a490-6b594974f110,https://www.fire.ca.gov/incidents/2020/2/25/baseball-fire/
1474,Grizzly Fire,2020-03-05,2020-03-02,154,-122.384532,39.774968,Orland,Glenn,405d5f3f-66c9-4b69-8660-82780fa582b5,https://www.fire.ca.gov/incidents/2020/3/2/grizzly-fire/
1475,Mann Fire,,2020-03-03,180,-117.51793,33.96957,Mira Loma,Riverside,e1298aaa-1337-412e-ba09-7b29e87dad8b,https://www.fire.ca.gov/incidents/2020/3/3/mann-fire/
1476,Baker Fire,,2020-03-03,,-121.12381,39.45493,Challenge-Brownsville,Yuba,7411452c-1613-4e4f-afe6-865db0c476c4,https://www.fire.ca.gov/incidents/2020/3/3/baker-fire/
1477,South Main Fire,,2020-03-06,20,-117.40906,33.65263,Lakeland Village,Riverside,083f1638-4369-410f-9b57-d53cfaa938f7,https://www.fire.ca.gov/incidents/2020/3/6/south-main-fire/
1478,Carter Fire,2020-04-12,2020-04-04,275,-115.5865,32.93432,Brawley,Imperial,a87d4713-817a-47ac-9fa5-427c474cf9a5,https://www.fire.ca.gov/incidents/2020/4/4/carter-fire/
1479,Red Fire,2020-04-24,2020-04-23,26,-122.43905,40.09554,Rancho Tehama Reserve,Tehama,3eff88c0-89ee-4abe-8f6d-f74b90c42f30,https://www.fire.ca.gov/incidents/2020/4/23/red-fire/
1480,Bar Fire,,2020-04-25,55,-122.97693,40.63442,Weaverville,Trinity,4b1b0f5b-a4f9-4965-ad6a-029c9d89c68c,https://www.fire.ca.gov/incidents/2020/4/25/bar-fire/
1481,Byron Fire,2020-04-27,2020-04-27,47,-121.595225,37.82066,Byron,Contra Costa,18b88d88-2c76-41cb-9b07-5c9dda8f56d9,https://www.fire.ca.gov/incidents/2020/4/27/byron-fire/
1482,Interstate 5 Fire,2020-05-03,2020-05-03,2060,-120.106407,36.075003,Avenal,Kings,2dac9fb4-1c2a-405a-93be-92ed7788a1d2,https://www.fire.ca.gov/incidents/2020/5/3/interstate-5-fire/
1483,Hollister Fire,2020-05-09,2020-05-07,156,-120.29379,34.47438,Buellton,Santa Barbara,d0dbf515-0e04-42d9-a46b-8ea21d18374a,https://www.fire.ca.gov/incidents/2020/5/7/hollister-fire/
1484,Candy Fire,2020-05-08,2020-05-08,17,-121.47273,39.42208,Palermo,Butte,9a8425a9-f3ba-4afe-82d2-d9a9776959aa,https://www.fire.ca.gov/incidents/2020/5/8/candy-fire/
1485,Gilman Fire,2020-05-18,2020-05-18,20,-117.024114,33.861054,Beaumont,Riverside,3788f0dd-0d61-4458-95a2-ebda03b815b2,https://www.fire.ca.gov/incidents/2020/5/18/gilman-fire/
1486,Acres Fire,,2020-05-21,152,-119.982359,37.11715,Madera Acres,Madera,0fa5653a-c3c8-4aad-84ce-8d1dd74f211b,https://www.fire.ca.gov/incidents/2020/5/21/acres-fire/
1487,Spanish Fire,2020-05-23,2020-05-22,20,-122.403634,38.697834,Angwin,Napa,adbbc326-9f9a-434d-b18b-67a44f3906e5,https://www.fire.ca.gov/incidents/2020/5/22/spanish-fire/
1488,Range Fire,2020-05-28,2020-05-27,5000,-120.70524,35.34237,San Luis Obispo,San Luis Obispo,53d70cde-ef0f-49c1-80a9-dc306a8cc043,https://www.fire.ca.gov/incidents/2020/5/27/range-fire/
1489,Harley Fire,2020-05-28,2020-05-28,60,-117.34934,33.83167,Woodcrest,Riverside,57f40970-22b5-4d75-a8f2-2482a18f5bca,https://www.fire.ca.gov/incidents/2020/5/28/harley-fire/
1490,Creek Fire,,2020-05-30,60,-86.8616,35.9994,Forest Hills,Contra Costa,0e1e69d4-cb59-4228-8c55-f18e6b5ad71c,https://www.fire.ca.gov/incidents/2020/5/30/creek-fire/
1491,Scorpion Fire,,2020-05-31,1395,-119.74577,34.01389,Santa Barbara,Santa Barbara,7a979a96-aeab-4afd-b55f-532882f36a6b,https://www.fire.ca.gov/incidents/2020/5/31/scorpion-fire/
1492,Acres Fire,,2020-06-01,237,-119.93221,37.11806,Bonadelle Ranchos-Madera Ranchos,Madera,8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,https://www.fire.ca.gov/incidents/2020/6/1/acres-fire/
1493,Amoruso Fire,,2020-06-01,650,-121.390862,38.824371,Lincoln,Placer,a47ae21e-d488-4978-ade9-aeed0db63fa6,https://www.fire.ca.gov/incidents/2020/6/1/amoruso-fire/
1494,Nash Fire,,2020-06-01,10,-123.48018,39.1296,Boonville,Mendocino,0b723ec6-680d-464b-ba30-b444506ceb44,https://www.fire.ca.gov/incidents/2020/6/1/nash-fire/
1495,Horn Fire,2020-06-02,2020-06-02,37,-120.288882,40.809323,Johnstonville,Lassen,0eca3343-e9f9-4d09-9fc3-95ab90b153ae,https://www.fire.ca.gov/incidents/2020/6/2/horn-fire/
1496,Smoketree Fire,2020-06-07,2020-06-02,129,-116.524014,33.782532,Palm Springs,Riverside,94b147a7-68ac-4e60-ba42-81fce8facd30,https://www.fire.ca.gov/incidents/2020/6/2/smoketree-fire/
1497,Wildlife Fire,2020-06-04,2020-06-03,300,-122.042199,38.232281,Suisun,Solano,2672d8d0-6523-40da-ae4e-6ae6d48e810a,https://www.fire.ca.gov/incidents/2020/6/3/wildlife-fire/
1498,Silver Fire,,2020-06-04,19,-121.726223,37.329163,East Foothills,Santa Clara,0416a81f-0a17-4835-b05e-fe59a6e7379a,https://www.fire.ca.gov/incidents/2020/6/4/silver-fire/
1499,Brock Fire,2020-06-04,2020-06-04,15,-122.097933,40.837885,Bella Vista,Shasta,a5085c95-252d-4d1c-9e8a-6657a74b7ed5,https://www.fire.ca.gov/incidents/2020/6/4/brock-fire/
1500,Colleen Fire,2020-06-07,2020-06-04,126,-121.851895,37.229703,Seven Trees,Santa Clara,3837f75a-208d-41d0-8d89-5719a11912ef,https://www.fire.ca.gov/incidents/2020/6/4/colleen-fire/
1501,Karchner Fire,2020-06-05,2020-06-05,39,-121.340239,38.98487,Sheridan,Placer,57a6f6b7-eba1-4ed7-ba7b-6b078b06731d,https://www.fire.ca.gov/incidents/2020/6/5/karchner-fire/
1502,Lakeville Fire,2020-06-06,2020-06-05,141,-122.549816,38.224849,Temelec,Sonoma,db5ad2e7-dc3d-41f2-91b4-4019857ee51e,https://www.fire.ca.gov/incidents/2020/6/5/lakeville-fire/
1503,McGary Fire,2020-06-05,2020-06-05,79,-122.156313,38.196893,Green Valley,Solano,5698ae57-d61f-421b-8b75-623e9aa6debb,https://www.fire.ca.gov/incidents/2020/6/5/mcgary-fire/
1504,Gulch Fire,2020-06-08,2020-06-06,107,-122.536406,38.216134,Temelec,Sonoma,e3e89516-4647-44bf-bd24-3293303f0776,https://www.fire.ca.gov/incidents/2020/6/6/gulch-fire/
1505,Quail Fire,2020-06-10,2020-06-06,1837,-122.038208,38.470809,Winters,Solano,74b04a44-7cc1-4c8e-bd9e-9f3efa631df4,https://www.fire.ca.gov/incidents/2020/6/6/quail-fire/
1506,Willow Fire,2020-06-07,2020-06-06,100,-122.002811,37.994368,Concord,Contra Costa,b5527f83-ebbe-4b09-a701-4b4fe6d37b45,https://www.fire.ca.gov/incidents/2020/6/6/willow-fire/
1507,Bitterwater Fire,,2020-06-07,211,-121.0781,36.2644,King City,Monterey,9247b89a-38f0-4e14-ac4a-59386cf867b4,https://www.fire.ca.gov/incidents/2020/6/7/bitterwater-fire/
1508,Hunters Fire,2020-06-10,2020-06-07,85,-120.215454,37.61955,Mariposa,Mariposa,876b63ff-62a2-4584-8aa2-d99f027c0e9f,https://www.fire.ca.gov/incidents/2020/6/7/hunters-fire/
1509,Sperry Fire,2020-06-08,2020-06-08,80,-121.16483,37.463636,Patterson,Stanislaus,5a6e0c14-2906-4547-8024-e7b33071104b,https://www.fire.ca.gov/incidents/2020/6/8/sperry-fire/
1510,Grand Fire,2020-06-09,2020-06-08,27,-117.37581,33.638067,Lakeland Village,Riverside,8a4b6636-55b6-4999-9de4-7b0cb22390a2,https://www.fire.ca.gov/incidents/2020/6/8/grand-fire/
1511,Bradley Fire,2020-06-09,2020-06-08,230,-120.81509,35.94979,San Miguel,Monterey,6b50bab1-7dcf-43c8-b4d1-afada595dd32,https://www.fire.ca.gov/incidents/2020/6/8/bradley-fire/
1512,Sierra Fire,2020-06-09,2020-06-08,100,-117.46036,33.82925,El Cerrito,Riverside,125e30fa-37fb-46ea-86ab-13058518aab6,https://www.fire.ca.gov/incidents/2020/6/8/sierra-fire/
1513,Oak Fire,2020-06-08,2020-06-08,20,-116.89655,33.78275,Valle Vista,Riverside,fdd59b55-6aa2-442f-b788-e1291bb49cb1,https://www.fire.ca.gov/incidents/2020/6/8/oak-fire/
1514,Cronan Fire,,2020-06-09,29,-120.988571,38.827755,Auburn Lake Trails,El Dorado,d77e9eeb-a4ed-41b8-adff-9dd99aac5971,https://www.fire.ca.gov/incidents/2020/6/9/cronan-fire/
1515,Vineyard Fire,2020-06-10,2020-06-09,151,-123.21318,38.89695,Boonville,Mendocino,dc1f8080-9c95-40e3-859b-71f6a080f05b,https://www.fire.ca.gov/incidents/2020/6/9/vineyard-fire/
1516,India Fire,2020-06-12,2020-06-09,1100,-117.47166,33.37579,San Clemente,San Diego,21f49b4c-a5cd-4f17-90fd-b9f464b823c1,https://www.fire.ca.gov/incidents/2020/6/9/india-fire/
1517,Elizabeth Fire,2020-06-12,2020-06-10,289,-119.17808,34.29475,Saticoy,Ventura,c3c10b8f-a073-4ca6-bb7f-fdc57cf82b4c,https://www.fire.ca.gov/incidents/2020/6/10/elizabeth-fire/
1518,Soda Fire,2020-06-11,2020-06-10,1672,-120.00521,35.35146,Lost Hills,San Luis Obispo,3e6e0977-3563-442d-8bf3-d87c97b49880,https://www.fire.ca.gov/incidents/2020/6/10/soda-fire/
1519,Lime Fire,2020-06-17,2020-06-10,803,-118.77347,34.46182,Piru,Ventura,4561c1c7-f447-4450-9ea8-f9717ee19f8d,https://www.fire.ca.gov/incidents/2020/6/10/lime-fire/
1520,Skyline Fire,2020-06-14,2020-06-11,100,-116.7862,32.73044,Jamul,San Diego,36e3b13b-c2d3-44f5-ba9f-23c1e9f73878,https://www.fire.ca.gov/incidents/2020/6/11/skyline-fire/
1521,Border 7 Fire,2020-06-13,2020-06-11,90,-116.690712,32.580882,Lomas de Santa Anita,San Diego,203115aa-8ef9-436c-9d18-32613f9fa286,https://www.fire.ca.gov/incidents/2020/6/11/border-7-fire/
1522,Watt Fire,2020-06-11,2020-06-11,40,-121.378879,38.733421,North Highlands,Placer,e86309b6-2223-4448-a7a2-bb83d4bc8352,https://www.fire.ca.gov/incidents/2020/6/11/watt-fire/
1523,Grant Fire,2020-06-17,2020-06-12,5042,-121.201927,38.520981,Rancho Murieta,Sacramento,86e91f38-4e2e-406f-ad97-5a3b47a9ce76,https://www.fire.ca.gov/incidents/2020/6/12/grant-fire/
1524,Hog Fire,2020-07-08,2020-06-12,533,-119.36572,36.82276,Minkler,Fresno,50adb8e9-d672-49fa-95d0-657879169302,https://www.fire.ca.gov/incidents/2020/6/12/hog-fire/
1525,Cornetts Fire,2020-06-16,2020-06-13,191,-120.08522,37.40827,Mariposa,Mariposa,44bf7479-689e-4203-9f38-8b05917db66b,https://www.fire.ca.gov/incidents/2020/6/13/cornetts-fire/
1526,Dawson Fire,2020-06-13,2020-06-13,10,-117.461925,33.776033,El Cerrito,Riverside,90d7bf99-5b46-4a48-a07c-7468829e50b3,https://www.fire.ca.gov/incidents/2020/6/13/dawson-fire/
1527,Hopland Fire,2020-06-14,2020-06-13,34,-80.49163,39.14783,Weston,Mendocino,2aa93d4d-809e-42ed-8025-7449711f667d,https://www.fire.ca.gov/incidents/2020/6/13/hopland-fire/
1528,Drum Fire,,2020-06-14,696,-120.28867,34.63309,Buellton,Santa Barbara,b19c7e40-eac0-4c33-9414-590752f5c100,https://www.fire.ca.gov/incidents/2020/6/14/drum-fire/
1529,Avila Fire,2020-06-19,2020-06-15,445,-120.69959,35.17977,Avila Beach,San Luis Obispo,4382036a-3c19-479e-9a78-325007c1de3b,https://www.fire.ca.gov/incidents/2020/6/15/avila-fire/
1530,Bitter Fire,2020-06-21,2020-06-16,895,-120.92925,36.3011,King City,San Benito,2190e4db-2b64-4d98-a5f9-00cc6221eec8,https://www.fire.ca.gov/incidents/2020/6/16/bitter-fire/
1531,Riata Fire,2020-06-17,2020-06-16,18,-120.56823,35.40953,Santa Margarita,San Luis Obispo,2250dea8-20a0-4e5e-b86e-bfe7821892c2,https://www.fire.ca.gov/incidents/2020/6/16/riata-fire/
1532,Walker Fire,2020-06-20,2020-06-16,1455,-120.72958,38.07741,San Andreas,Calaveras,55a8e286-c088-45dc-8010-5c604dba3b69,https://www.fire.ca.gov/incidents/2020/6/16/walker-fire/
1533,Nelson Fire,2020-06-17,2020-06-17,95,-121.60037,39.52408,Thermalito,Butte,fc3411f0-f9e0-4d0c-86a3-71afbac23f4a,https://www.fire.ca.gov/incidents/2020/6/17/nelson-fire/
1534,Liberty Fire,2020-06-18,2020-06-17,89,-121.20828,38.23432,Collierville,San Joaquin,7fc52805-21d4-4a56-b711-859d8c39e704,https://www.fire.ca.gov/incidents/2020/6/17/liberty-fire/
1535,Gyle Fire,,2020-06-17,68,-122.205628,40.000132,Corning,Tehama,5a06793f-5f95-411b-9cce-b340ddd72061,https://www.fire.ca.gov/incidents/2020/6/17/gyle-fire/
1536,Ridge Fire,2020-06-22,2020-06-17,83,-121.42113,35.9497,King City,Monterey,0cb8b199-ab94-42a5-a441-db7f272b170c,https://www.fire.ca.gov/incidents/2020/6/17/ridge-fire/
1537,Baker Fire,2020-06-18,2020-06-17,165,-118.6894,35.27678,Bear Valley Springs,Kern,c276a99a-8208-4402-b538-1e50aae50d63,https://www.fire.ca.gov/incidents/2020/6/17/baker-fire/
1538,Nelson Fire,2020-06-18,2020-06-18,110,-121.33956,38.89178,Lincoln,Placer,2a79a833-693d-4dff-a199-c93b5a3ebe39,https://www.fire.ca.gov/incidents/2020/6/18/nelson-fire/
1539,Fork Fire,2020-06-22,2020-06-18,130,-118.845123,36.37085,Three Rivers,Tulare,0fc1bc5b-7ac5-4a2c-8048-9ed74623b838,https://www.fire.ca.gov/incidents/2020/6/18/fork-fire/
1540,Teddy Fire,2020-06-18,2020-06-18,13,-121.45372,39.37577,Loma Rica,Butte,036cc8f1-ab4e-488c-8c46-86ebbb176d3e,https://www.fire.ca.gov/incidents/2020/6/18/teddy-fire/
1541,Springs Fire,2020-06-22,2020-06-19,217,-118.8613,35.89133,Terra Bella,Tulare,0413caad-a48e-447b-8ed8-1c8933360f21,https://www.fire.ca.gov/incidents/2020/6/19/springs-fire/
1542,Honcut Fire,2020-06-20,2020-06-20,89,-121.53976,39.36894,Palermo,Butte,a1959cb6-24e4-45e6-bcca-b792abe932ce,https://www.fire.ca.gov/incidents/2020/6/20/honcut-fire/
1543,East Fire,,2020-06-20,11,-120.54161,41.5017,Alturas,Modoc,d7f02c71-a8b5-440a-b4a8-b8e011e214e3,https://www.fire.ca.gov/incidents/2020/6/20/east-fire/
1544,Quarter Fire,2020-07-07,2020-06-21,10,-120.20316,38.08264,Twain Harte,Tuolumne,641c7a44-b74a-4dce-bd7d-44078847003b,https://www.fire.ca.gov/incidents/2020/6/21/quarter-fire/
1545,Hunter Fire,2020-06-25,2020-06-21,195,-121.08753,35.90835,Lake Nacimiento,Monterey,c50ced87-e83c-406c-b349-49cad87e680f,https://www.fire.ca.gov/incidents/2020/6/21/hunter-fire/
1546,Stage Fire,2020-06-22,2020-06-21,52,-121.57407,36.69845,Salinas,Monterey,d0e31652-2b1e-4316-a1e0-c18ecb4ddbd7,https://www.fire.ca.gov/incidents/2020/6/21/stage-fire/
1547,Grade Fire,2020-06-26,2020-06-22,1050,-119.19677,36.5537,Orosi,Tulare,e7d05a34-0fdc-4db2-b713-0e10119d105d,https://www.fire.ca.gov/incidents/2020/6/22/grade-fire/
1548,Rico Fire,2020-06-23,2020-06-22,338,-120.87858,35.9789,Lake Nacimiento,Monterey,cf392ebe-9c69-4a28-b52b-3772c06b493c,https://www.fire.ca.gov/incidents/2020/6/22/rico-fire/
1549,River Fire,2020-06-23,2020-06-22,15,-120.68326,35.62906,Paso Robles,San Luis Obispo,58e5665a-7aff-4f14-8ebe-490e73d3d37a,https://www.fire.ca.gov/incidents/2020/6/22/river-fire/
1550,Sycamore Fire,2020-06-26,2020-06-23,19,-119.33439,36.97511,Auberry,Fresno,c5071feb-80ec-4fbb-9d2f-eee1f1cea68a,https://www.fire.ca.gov/incidents/2020/6/23/sycamore-fire/
1551,R-2 Fire,2020-06-26,2020-06-23,563,-120.28147,40.43203,Janesville,Lassen,7d7f682a-0266-4758-93e6-795488af0687,https://www.fire.ca.gov/incidents/2020/6/23/r-2-fire/
1552,R-3 Fire,2020-06-26,2020-06-24,210,-120.04635,40.44793,Janesville,Lassen,54364494-e201-476a-8dc7-fbf2e0f94f60,https://www.fire.ca.gov/incidents/2020/6/24/r-3-fire/
1553,58 Fire,2020-06-27,2020-06-24,12,-115.96594,33.27665,Salton City,Riverside,5b8b9b63-9cc6-4d55-9502-87009d75732c,https://www.fire.ca.gov/incidents/2020/6/24/58-fire/
1554,Diablo Fire,2020-06-26,2020-06-25,202,-121.18355,37.46265,Patterson,Stanislaus,64b9cf19-314a-4986-ae35-cf89f1f8bc2a,https://www.fire.ca.gov/incidents/2020/6/25/diablo-fire/
